appear	infinitive	infinitive	infinitive	aparecer	aparecer	aparecer	aparecer	aparecer
appear	gerund	gerund	gerund	apareciendo	apareciendo	apareciendo	apareciendo	apareciendo
appear	past participle	past participle			masculine	masculine	feminine	feminine
appear	past participle	past participle	singular	singular	aparecido	aparecido	aparecida	aparecida
appear	past participle	past participle	plural	plural	aparecidos	aparecidos	aparecidas	aparecidas
appear			singular	singular	singular	plural	plural	plural
appear			1st person	2nd person	3rd person	1st person	2nd person	3rd person
appear	indicative		yo	túvos	él/ella/ellousted	nosotrosnosotras	vosotrosvosotras	ellos/ellasustedes
appear	indicative	present	aparezco	aparecestúaparecésvos	aparece	aparecemos	aparecéis	aparecen
appear	indicative	imperfect	aparecía	aparecías	aparecía	aparecíamos	aparecíais	aparecían
appear	indicative	preterite	aparecí	apareciste	apareció	aparecimos	aparecisteis	aparecieron
appear	indicative	future	apareceré	aparecerás	aparecerá	apareceremos	apareceréis	aparecerán
appear	indicative	conditional	aparecería	aparecerías	aparecería	apareceríamos	apareceríais	aparecerían
appear								
appear	subjunctive		yo	túvos	él/ella/ellousted	nosotrosnosotras	vosotrosvosotras	ellos/ellasustedes
appear	subjunctive	present	aparezca	aparezcastúaparezcásvos2	aparezca	aparezcamos	aparezcáis	aparezcan
appear	subjunctive	imperfect(ra)	apareciera	aparecieras	apareciera	apareciéramos	aparecierais	aparecieran
appear	subjunctive	imperfect(se)	apareciese	aparecieses	apareciese	apareciésemos	aparecieseis	apareciesen
appear	subjunctive	future1	apareciere	aparecieres	apareciere	apareciéremos	apareciereis	aparecieren
appear								
appear	imperative		—	túvos	usted	nosotrosnosotras	vosotrosvosotras	ustedes
appear	imperative	affirmative		aparecetúaparecévos	aparezca	aparezcamos	apareced	aparezcan
appear	imperative	negative		no aparezcas	no aparezca	no aparezcamos	no aparezcáis	no aparezcan
appear	imperative							
appear	imperative							
appear	imperative							
be-inherently	infinitive	infinitive	infinitive	ser	ser	ser	ser	ser
be-inherently	gerund	gerund	gerund	siendo	siendo	siendo	siendo	siendo
be-inherently	past participle	past participle			masculine	masculine	feminine	feminine
be-inherently	past participle	past participle	singular	singular	sido	sido	sida	sida
be-inherently	past participle	past participle	plural	plural	sidos	sidos	sidas	sidas
be-inherently			singular	singular	singular	plural	plural	plural
be-inherently			1st person	2nd person	3rd person	1st person	2nd person	3rd person
be-inherently	indicative		yo	túvos	él/ella/ellousted	nosotrosnosotras	vosotrosvosotras	ellos/ellasustedes
be-inherently	indicative	present	soy	erestúsosvos	es	somos	sois	son
be-inherently	indicative	imperfect	era	eras	era	éramos	erais	eran
be-inherently	indicative	preterite	fui	fuiste	fue	fuimos	fuisteis	fueron
be-inherently	indicative	future	seré	serás	será	seremos	seréis	serán
be-inherently	indicative	conditional	sería	serías	sería	seríamos	seríais	serían
be-inherently								
be-inherently	subjunctive		yo	túvos	él/ella/ellousted	nosotrosnosotras	vosotrosvosotras	ellos/ellasustedes
be-inherently	subjunctive	present	sea	seastúseásvos2	sea	seamos	seáis	sean
be-inherently	subjunctive	imperfect(ra)	fuera	fueras	fuera	fuéramos	fuerais	fueran
be-inherently	subjunctive	imperfect(se)	fuese	fueses	fuese	fuésemos	fueseis	fuesen
be-inherently	subjunctive	future1	fuere	fueres	fuere	fuéremos	fuereis	fueren
be-inherently								
be-inherently	imperative		—	túvos	usted	nosotrosnosotras	vosotrosvosotras	ustedes
be-inherently	imperative	affirmative		sé	sea	seamos	sed	sean
be-inherently	imperative	negative		no seas	no sea	no seamos	no seáis	no sean
be-inherently	imperative							
be-inherently	imperative							
be-inherently	imperative							
be-momentarily	infinitive	infinitive	infinitive	estar	estar	estar	estar	estar
be-momentarily	gerund	gerund	gerund	estando	estando	estando	estando	estando
be-momentarily	past participle	past participle			masculine	masculine	feminine	feminine
be-momentarily	past participle	past participle	singular	singular	estado	estado	estada	estada
be-momentarily	past participle	past participle	plural	plural	estados	estados	estadas	estadas
be-momentarily			singular	singular	singular	plural	plural	plural
be-momentarily			1st person	2nd person	3rd person	1st person	2nd person	3rd person
be-momentarily	indicative		yo	túvos	él/ella/ellousted	nosotrosnosotras	vosotrosvosotras	ellos/ellasustedes
be-momentarily	indicative	present	estoy	estás	está	estamos	estáis	están
be-momentarily	indicative	imperfect	estaba	estabas	estaba	estábamos	estabais	estaban
be-momentarily	indicative	preterite	estuve	estuviste	estuvo	estuvimos	estuvisteis	estuvieron
be-momentarily	indicative	future	estaré	estarás	estará	estaremos	estaréis	estarán
be-momentarily	indicative	conditional	estaría	estarías	estaría	estaríamos	estaríais	estarían
be-momentarily								
be-momentarily	subjunctive		yo	túvos	él/ella/ellousted	nosotrosnosotras	vosotrosvosotras	ellos/ellasustedes
be-momentarily	subjunctive	present	esté	estés	esté	estemos	estéis	estén
be-momentarily	subjunctive	imperfect(ra)	estuviera	estuvieras	estuviera	estuviéramos	estuvierais	estuvieran
be-momentarily	subjunctive	imperfect(se)	estuviese	estuvieses	estuviese	estuviésemos	estuvieseis	estuviesen
be-momentarily	subjunctive	future1	estuviere	estuvieres	estuviere	estuviéremos	estuviereis	estuvieren
be-momentarily								
be-momentarily	imperative		—	túvos	usted	nosotrosnosotras	vosotrosvosotras	ustedes
be-momentarily	imperative	affirmative		está	esté	estemos	estad	estén
be-momentarily	imperative	negative		no estés	no esté	no estemos	no estéis	no estén
be-momentarily	imperative							
be-momentarily	imperative							
be-momentarily	imperative							
