change	singular affective	first	second	third masculine	third feminine	third honorific	third neuter	
change	singular affective	நான்	நீ	அவன்	அவள்	அவர்	அது	
change	present	மாற்றுகிறேன் māṟṟukiṟēṉ	மாற்றுகிறாய் māṟṟukiṟāy	மாற்றுகிறான் māṟṟukiṟāṉ	மாற்றுகிறாள் māṟṟukiṟāḷ	மாற்றுகிறார் māṟṟukiṟār	மாற்றுகிறது māṟṟukiṟatu	
change	past	மாற்றினேன் māṟṟiṉēṉ	மாற்றினாய் māṟṟiṉāy	மாற்றினான் māṟṟiṉāṉ	மாற்றினாள் māṟṟiṉāḷ	மாற்றினார் māṟṟiṉār	மாற்றினது māṟṟiṉatu	
change	future	மாற்றுவேன் māṟṟuvēṉ	மாற்றுவாய் māṟṟuvāy	மாற்றுவான் māṟṟuvāṉ	மாற்றுவாள் māṟṟuvāḷ	மாற்றுவார் māṟṟuvār	மாற்றும் māṟṟum	
change	future negative	மாற்றமாட்டேன் māṟṟamāṭṭēṉ	மாற்றமாட்டாய் māṟṟamāṭṭāy	மாற்றமாட்டான் māṟṟamāṭṭāṉ	மாற்றமாட்டாள் māṟṟamāṭṭāḷ	மாற்றமாட்டார் māṟṟamāṭṭār	மாற்றாது māṟṟātu	
change	negative	மாற்றவில்லை māṟṟavillai	மாற்றவில்லை māṟṟavillai	மாற்றவில்லை māṟṟavillai	மாற்றவில்லை māṟṟavillai	மாற்றவில்லை māṟṟavillai	மாற்றவில்லை māṟṟavillai	
change	plural affective	first	second(or singular polite)	third epicene	third epicene	third neuter	third neuter	
change	plural affective	நாம் (inclusive)நாங்கள் (exclusive)	நீங்கள்	அவர்கள்	அவர்கள்	அவை	அவை	
change	present	மாற்றுகிறோம் māṟṟukiṟōm	மாற்றுகிறீர்கள் māṟṟukiṟīrkaḷ	மாற்றுகிறார்கள் māṟṟukiṟārkaḷ	மாற்றுகிறார்கள் māṟṟukiṟārkaḷ	மாற்றுகின்றன māṟṟukiṉṟaṉa	மாற்றுகின்றன māṟṟukiṉṟaṉa	
change	past	மாற்றினோம் māṟṟiṉōm	மாற்றினீர்கள் māṟṟiṉīrkaḷ	மாற்றினார்கள் māṟṟiṉārkaḷ	மாற்றினார்கள் māṟṟiṉārkaḷ	மாற்றினன māṟṟiṉaṉa	மாற்றினன māṟṟiṉaṉa	
change	future	மாற்றுவோம் māṟṟuvōm	மாற்றுவீர்கள் māṟṟuvīrkaḷ	மாற்றுவார்கள் māṟṟuvārkaḷ	மாற்றுவார்கள் māṟṟuvārkaḷ	மாற்றுவன māṟṟuvaṉa	மாற்றுவன māṟṟuvaṉa	
change	future negative	மாற்றமாட்டோம் māṟṟamāṭṭōm	மாற்றமாட்டீர்கள் māṟṟamāṭṭīrkaḷ	மாற்றமாட்டார்கள் māṟṟamāṭṭārkaḷ	மாற்றமாட்டார்கள் māṟṟamāṭṭārkaḷ	மாற்றா māṟṟā	மாற்றா māṟṟā	
change	negative	மாற்றவில்லை māṟṟavillai	மாற்றவில்லை māṟṟavillai	மாற்றவில்லை māṟṟavillai	மாற்றவில்லை māṟṟavillai	மாற்றவில்லை māṟṟavillai	மாற்றவில்லை māṟṟavillai	
change	imperative	singular	singular	singular	plural (or singular polite)	plural (or singular polite)	plural (or singular polite)	
change	imperative	மாற்று māṟṟu	மாற்று māṟṟu	மாற்று māṟṟu	மாற்றுங்கள் māṟṟuṅkaḷ	மாற்றுங்கள் māṟṟuṅkaḷ	மாற்றுங்கள் māṟṟuṅkaḷ	
change	negative imperative	singular	singular	singular	plural (or singular polite)	plural (or singular polite)	plural (or singular polite)	
change	negative imperative	மாற்றாதே māṟṟātē	மாற்றாதே māṟṟātē	மாற்றாதே māṟṟātē	மாற்றாதீர்கள் māṟṟātīrkaḷ	மாற்றாதீர்கள் māṟṟātīrkaḷ	மாற்றாதீர்கள் māṟṟātīrkaḷ	
change	perfect	present	present	past	past	future	future	
change	perfect	past of மாற்றிவிடு (māṟṟiviṭu)	past of மாற்றிவிடு (māṟṟiviṭu)	past of மாற்றிவிட்டிரு (māṟṟiviṭṭiru)	past of மாற்றிவிட்டிரு (māṟṟiviṭṭiru)	future of மாற்றிவிடு (māṟṟiviṭu)	future of மாற்றிவிடு (māṟṟiviṭu)	
