appear	non-finite forms	non-finite forms	to-infinitive: לְהוֹפִיעַ‎action noun: הוֹפָעָה‎	to-infinitive: לְהוֹפִיעַ‎action noun: הוֹפָעָה‎	to-infinitive: לְהוֹפִיעַ‎action noun: הוֹפָעָה‎	to-infinitive: לְהוֹפִיעַ‎action noun: הוֹפָעָה‎
appear	finite forms	finite forms	singular	singular	plural	plural
appear	finite forms	finite forms	m.	f.	m.	f.
appear	past	first	הוֹפַעְתִּי‎	הוֹפַעְתִּי‎	הוֹפַעְנוּ‎	הוֹפַעְנוּ‎
appear	past	second	הוֹפַעְתָּ‎	הוֹפַעְתְּ‎	הוֹפַעְתֶּם‎	הוֹפַעְתֶּן‎
appear	past	third	הוֹפִיעַ	הוֹפִיעָה‎	הוֹפִיעוּ‎	הוֹפִיעוּ‎
appear	present	present	מוֹפִיעַ‎	מוֹפִיעָה‎	מוֹפִיעִים‎	מוֹפִיעוֹת‎
appear	future	first	אוֹפִיעַ‎	אוֹפִיעַ‎	נוֹפִיעַ‎	נוֹפִיעַ‎
appear	future	second	תּוֹפִיעַ‎	תּוֹפִיעִי‎	תּוֹפִיעוּ‎	תּוֹפַעְנָה‎1
appear	future	third	יוֹפִיעַ‎	תּוֹפִיעַ‎	יוֹפִיעוּ‎	תּוֹפַעְנָה‎1
appear	imperative	imperative	הוֹפֵעַ‎	הוֹפִיעִי‎	הוֹפִיעוּ‎	הוֹפַעְנָה‎1
appear	notes	notes	Rare in Modern Hebrew.	Rare in Modern Hebrew.	Rare in Modern Hebrew.	Rare in Modern Hebrew.
be-inherently	non-finite forms	non-finite forms	  to-infinitive: לִהְיוֹת‎  	  to-infinitive: לִהְיוֹת‎  	  to-infinitive: לִהְיוֹת‎  	  to-infinitive: לִהְיוֹת‎  
be-inherently	finite forms	finite forms	masculinesingular	femininesingular	masculineplural	feminineplural
be-inherently	past	first person	הָיִיתִי‎	הָיִיתִי‎	הָיִינוּ‎	הָיִינוּ‎
be-inherently	past	second person	הָיִיתָ‎	הָיִית‎	הֱיִיתֶם‎	הֱיִיתֶן‎
be-inherently	past	third person	הָיָה	הייתה \ הָיְתָה‎	הָיוּ‎	הָיוּ‎
be-inherently	present	all persons	(*הוֹוֶה)‎	(*הוֹוָה)‎	(*הוֹוִים)‎	(*הוֹוֹת)‎
be-inherently	future	first person	אֶהְיֶה‎	אֶהְיֶה‎	נִהְיֶה‎	נִהְיֶה‎
be-inherently	future	second person	תִּהְיֶה‎	תִּהְיִי‎	תּהְיוּ‎	תִּהְיֶינָה‎1
be-inherently	future	third person	יִהְיֶה/יְהֵא1	תִּהְיֶה/תְּהֵא1	יִהְיוּ‎	תִּהְיֶינָה‎1
be-inherently	imperative	second person	הֱיֵה	הֲיִי‎	הֱיוּ‎	הֲיֶינָה‎1
be-inherently	notes	notes	Uncommon in modern informal Hebrew, but used in formal speech and writing.	Uncommon in modern informal Hebrew, but used in formal speech and writing.	Uncommon in modern informal Hebrew, but used in formal speech and writing.	Uncommon in modern informal Hebrew, but used in formal speech and writing.
change	non-finite forms	non-finite forms	to-infinitive: לְהִשְׁתַּנּוֹת‎action noun: הִשְׁתַּנּוּת‎	to-infinitive: לְהִשְׁתַּנּוֹת‎action noun: הִשְׁתַּנּוּת‎	to-infinitive: לְהִשְׁתַּנּוֹת‎action noun: הִשְׁתַּנּוּת‎	to-infinitive: לְהִשְׁתַּנּוֹת‎action noun: הִשְׁתַּנּוּת‎
change	finite forms	finite forms	singular	singular	plural	plural
change	finite forms	finite forms	m.	f.	m.	f.
change	past	first	הִשְׁתַּנֵּיתִי‎	הִשְׁתַּנֵּיתִי‎	הִשְׁתַּנֵּינוּ‎	הִשְׁתַּנֵּינוּ‎
change	past	second	הִשְׁתַּנֵּיתָ‎	הִשְׁתַּנֵּית‎	הִשְׁתַּנֵּיתֶם‎	הִשְׁתַּנֵּיתֶן‎
change	past	third	הִשְׁתַּנָּה	הִשְׁתַּנְּתָה‎	הִשְׁתַּנּוּ‎	הִשְׁתַּנּוּ‎
change	present	present	מִשְׁתַּנֶּה‎	מִשְׁתַּנָּה‎	מִשְׁתַּנִּים‎	מִשְׁתַּנּוֹת‎
change	future	first	אֶשְׁתַּנֶּה‎	אֶשְׁתַּנֶּה‎	נִשְׁתַּנֶּה‎	נִשְׁתַּנֶּה‎
change	future	second	תִּשְׁתַּנֶּה‎	תִּשְׁתַּנִּי‎	תִּשְׁתַּנּוּ‎	תִּשְׁתַּנֶּינָה‎1
change	future	third	יִשְׁתַּנֶּה‎	תִּשְׁתַּנֶּה‎	יִשְׁתַּנּוּ‎	תִּשְׁתַּנֶּינָה‎1
change	imperative	imperative	הִשְׁתַּנֵּה	הִשְׁתַּנִּי‎	הִשְׁתַּנּוּ‎	הִשְׁתַּנֶּינָה‎1
change	notes	notes	Rare in Modern Hebrew.	Rare in Modern Hebrew.	Rare in Modern Hebrew.	Rare in Modern Hebrew.
direct	non-finite forms	non-finite forms	to-infinitive: לְהוֹבִיל‎action noun: הוֹבָלָה‎	to-infinitive: לְהוֹבִיל‎action noun: הוֹבָלָה‎	to-infinitive: לְהוֹבִיל‎action noun: הוֹבָלָה‎	to-infinitive: לְהוֹבִיל‎action noun: הוֹבָלָה‎
direct	finite forms	finite forms	singular	singular	plural	plural
direct	finite forms	finite forms	m.	f.	m.	f.
direct	past	first	הוֹבַלְתִּי‎	הוֹבַלְתִּי‎	הוֹבַלְנוּ‎	הוֹבַלְנוּ‎
direct	past	second	הוֹבַלְתָּ‎	הוֹבַלְתְּ‎	הוֹבַלְתֶּם‎	הוֹבַלְתֶּן‎
direct	past	third	הוֹבִיל	הוֹבִילָה‎	הוֹבִילוּ‎	הוֹבִילוּ‎
direct	present	present	מוֹבִיל‎	מוֹבִילָה‎	מוֹבִילִים‎	מוֹבִילוֹת‎
direct	future	first	אוֹבִיל‎	אוֹבִיל‎	נוֹבִיל‎	נוֹבִיל‎
direct	future	second	תּוֹבִיל‎	תּוֹבִילִי‎	תּוֹבִילוּ‎	תּוֹבֵלְנָה‎1
direct	future	third	יוֹבִיל‎	תּוֹבִיל‎	יוֹבִילוּ‎	תּוֹבֵלְנָה‎1
direct	imperative	imperative	הוֹבֵל‎	הוֹבִילִי‎	הוֹבִילוּ‎	הוֹבֵלְנָה‎1
direct	notes	notes	Rare in Modern Hebrew.	Rare in Modern Hebrew.	Rare in Modern Hebrew.	Rare in Modern Hebrew.
eat	non-finite forms	non-finite forms	to-infinitive: לאכול / לֶאֱכֹל‎action noun: אֲכִילָה‎passive participle: אָכוּל‎	to-infinitive: לאכול / לֶאֱכֹל‎action noun: אֲכִילָה‎passive participle: אָכוּל‎	to-infinitive: לאכול / לֶאֱכֹל‎action noun: אֲכִילָה‎passive participle: אָכוּל‎	to-infinitive: לאכול / לֶאֱכֹל‎action noun: אֲכִילָה‎passive participle: אָכוּל‎
eat	finite forms	finite forms	singular	singular	plural	plural
eat	finite forms	finite forms	m.	f.	m.	f.
eat	past	first	אָכַלְתִּי‎	אָכַלְתִּי‎	אָכַלְנוּ‎	אָכַלְנוּ‎
eat	past	second	אָכַלְתָּ‎	אָכַלְתְּ‎	אֲכַלְתֶּם‎1	אֲכַלְתֶּן‎1
eat	past	third	אָכַל	אָכְלָה‎	אָכְלוּ‎	אָכְלוּ‎
eat	present	present	אוֹכֵל‎	אוֹכֶלֶת‎	אוֹכְלִים‎	אוֹכְלוֹת‎
eat	future	first	אוכל / אֹכַל‎	אוכל / אֹכַל‎	נֹאכַל‎	נֹאכַל‎
eat	future	second	תֹּאכַל‎	תֹּאכְלִי‎	תֹּאכְלוּ‎	תֹּאכַלְנָה‎2
eat	future	third	יֹאכַל‎	תֹּאכַל‎	יֹאכְלוּ‎	תֹּאכַלְנָה‎2
eat	imperative	imperative	אכול / אֱכֹל‎	אִכְלִי‎	אִכְלוּ‎	אכולנה / אֱכֹלְנָה‎2
eat	notes	notes	Pronounced אָכַלְתֶּם‎ and אָכַלְתֶּן‎ in informal Modern Hebrew.Rare in Modern Hebrew.	Pronounced אָכַלְתֶּם‎ and אָכַלְתֶּן‎ in informal Modern Hebrew.Rare in Modern Hebrew.	Pronounced אָכַלְתֶּם‎ and אָכַלְתֶּן‎ in informal Modern Hebrew.Rare in Modern Hebrew.	Pronounced אָכַלְתֶּם‎ and אָכַלְתֶּן‎ in informal Modern Hebrew.Rare in Modern Hebrew.
fall	non-finite forms	non-finite forms	to-infinitive: ליפול / לִפֹּל‎action noun: נְפִילָה‎passive participle: נָפוּל‎	to-infinitive: ליפול / לִפֹּל‎action noun: נְפִילָה‎passive participle: נָפוּל‎	to-infinitive: ליפול / לִפֹּל‎action noun: נְפִילָה‎passive participle: נָפוּל‎	to-infinitive: ליפול / לִפֹּל‎action noun: נְפִילָה‎passive participle: נָפוּל‎
fall	finite forms	finite forms	singular	singular	plural	plural
fall	finite forms	finite forms	m.	f.	m.	f.
fall	past	first	נָפַלְתִּי‎	נָפַלְתִּי‎	נָפַלְנוּ‎	נָפַלְנוּ‎
