	predicand		predicate		
					
be	sapient	be	motile	# able to think and speak	
be	motile	be	living	# able to move around on its own	
be	living	be	physical	# able to grow and reproduce	
be	physical	be	thing	# able to be-physically accessed	
					
be	abstract	be	nonphysical		
be	nonphysical	be	nonliving		
be	nonliving	be	inmotile		
be	inmotile	be	nonsapient		
be	nonsapient	be	nonhuman		
					
be	human	be	sapient		
be	humanoid	be	nonhuman		
be	humanoid	be	sapient		
be	creature	be	nonsapient		
be	creature	be	motile		
be	sessile	be	inmotile		
be	sessile	be	living		
be	concept	be	abstract		
be	concept	be	thing		
					
be	sapient	can	can-think		
be	sapient	can	can-speak		
be	sapient	can	can-be-named		
					
be	motile	can	can-sense		
be	motile	can	can-move-willingly		
					
be	plant	be	sessile		
be	fungus	be	sessile		
be	barnacle	be	sessile		
be	coral	be	sessile		
					
be	living	be	physical		
be	living	can	can-grow		
be	living	can	can-live		
be	living	can	can-reproduce		
					
be	physical	can	can-exist		
be	physical	bear	has-location		
					
be	concept	can	can-be-thought-of		
be	concept	can	can-be-talked-about		
					
				# the following are ways that the hierarchy could be subdivided further	
				# but we do not choose any single subdivision since it imposes unecessary structure	
				# we provide applicable subdivisions here so they may be opted into when describing concepts	
					
				# able to be-empathized with	
be	relatable	be	relatable		
be	relatable	be	motile		
be	unrelatable	be	nonsapient		
					
be	relatable	be	has-emotion		
be	relatable	can	can-taste		
be	relatable	can	can-touch		
be	relatable	can	can-feel		
be	relatable	can	can-love		
be	relatable	can	can-be-loved		
be	relatable	can	can-be-spoken-to		
					
be	anthropomorphizable	be	nonhuman		
be	anthropomorphizable	be	relatable		
					
				# mortal/immortal	
be	mortal	be	living		
be	mortal	can	can-die		
be	immortal	be	sapient		
					
be	human	be	mortal		
be	animal	be	mortal		
be	plant	be	mortal		
be	fungus	be	"mortal	"		
					
be	deity	be	immortal		
				# biotic/abiotic	
be	biotic	be	physical		
be	abiotic	be	nonliving		
be	abiotic	be	physical		
					
be	living	be	biotic		
be	egg	be	biotic		
be	meat	be	biotic		
be	food	be	biotic		
be	dead	be	biotic		
be	feces	be	biotic		
be	urine	be	biotic		
be	detritus	be	biotic		
be	hummus	be	biotic		
				#natural/artificial	
be	natural	be	physical		
be	artificial	be	nonliving		
be	artificial	can	can-be-built		
				# dynamic/static	
be	dynamic	be	physical		
be	dynamic	can	can-move		
be	static	be	physical		
					
be	motile	be	dynamic		
be	cloud	be	dynamic		
be	water	be	dynamic		
be	fire	be	dynamic		
be	sessile	be	static		
				#movable/immovable	
be	movable	be	static		
be	movable	can	can-be-moved		
be	immovable	be	static		
					
can	can-move	be	mobile		
can	can-be-moved	be	mobile		
be	immobile	be	physical		
					
